unix Timestamp,ACC X,Light
1.6809E+12,1.333513,3
1.6809E+12,1.333513,3
1.6809E+12,1.3981537,3
1.6809E+12,1.3670304,3
1.6809E+12,1.2904192,3
1.6809E+12,1.2832369,3
1.6809E+12,1.3359071,3
1.6809E+12,1.3359071,3
1.6809E+12,1.4244888,3
1.6809E+12,1.4891294,3
1.6809E+12,1.4604002,3
1.6809E+12,1.3191484,3
1.6809E+12,1.1060736,3
1.6809E+12,0.89060473,3
1.6809E+12,0.7972349,3
1.6809E+12,0.84511685,3
1.6809E+12,1.0031273,3
1.6809E+12,1.1180441,3
1.6809E+12,1.1180441,3
1.6809E+12,1.091709,3
1.6809E+12,0.8642696,3
1.6809E+12,0.5626132,3
1.6809E+12,0.32799155,3
1.6809E+12,0.25377446,3
1.6809E+12,0.42614958,3
1.6809E+12,0.42614958,3
1.6809E+12,0.7325942,3
1.6809E+12,1.019886,3
1.6809E+12,1.163532,3
1.6809E+12,1.163532,3
1.6809E+12,1.1132559,3
1.6809E+12,0.9097575,3
1.6809E+12,0.6464067,3
1.6809E+12,0.51951945,3
1.6809E+12,0.51951945,3
